,Company,Job Title,Job Type,Experience level,Salary,keywords,Facilities,Is Remote,Updated Job Title
2549,canva,senior machine learning engineer - recommendations/search/ai (open to remote across anz),full time,senior,131.0,"data analysis,machine learning,nlp","career development,fitness / gym,flex hours,flex vacation,home office stipend",False,ai engineer
2550,stow group,un.e ingénieur.e logiciel robotics,full time,entry,39.0,"docker,linux,python,robotics",none,False,other
2551,shopback,chatbot specialist,full time,none,56.0,"agile,chatbots,copywriting,cx,data analytics,excel",none,False,ml engineer
2552,captivation software,junior software engineer - python / java / ai / ml,full time,entry,125.0,"computer science,engineering,machine learning,python,security","401(k) matching,career development,health care,insurance",False,ml engineer
2553,airbnb,"senior machine learning engineer, community support platform",full time,senior,185.0,"a/b testing,airflow,apis,computer vision,data pipelines,data warehouse","career development,salary bonus",False,data analyst
2554,utility warehouse,partner and growth data analyst,full time,entry,42.0,"architecture,data analytics,data studio,gcp,looker,python","career development,competitive pay,equity,fitness / gym,health care",False,data engineer
2555,tiger analytics,manager - data engineering,full time,mid,73.0,"aws,azure,big data,bigquery,data governance,data pipelines",career development,False,data scientist
2556,visa,senior data scientist,full time,senior,129.0,"banking,clustering,computer science,consulting,linux,machine learning","career development,team events,travel",False,data engineer
2557,natixis in portugal,senior big data engineer  cib,full time,senior,30.0,"agile,architecture,azure,banking,big data,bitbucket","gear,home office stipend,startup environment",False,ml engineer
2558,spotify,"staff machine learning engineer, llm",full time,senior,0.0,"agile,architecture,engineering,gcp,google cloud,llms","career development,flex hours,flex vacation,health care,parental leave",False,data engineer
2559,publicis groupe,data engineer (h/f) - alternance,full time,entry,59.0,"agile,engineering,kafka,machine learning,python,scala",none,False,bi analyst
2560,publicis groupe,lead business intelligence developer,full time,senior,55.0,"bigquery,business intelligence,data governance,data management,data visualization,data warehousing",none,False,data engineer
2561,bosch group,senior data engineer - architecting and developing bosch-wide analytical solutions (m/f),full time,senior,115.0,"agile,architecture,azure,big data,business intelligence,computer science","career development,flex hours",False,data analyst
2562,verisk,senior research analyst -l48,full time,senior,69.0,"consulting,data analysis,economics,engineering,excel,finance",none,False,ml engineer
2563,loblaw digital,senior machine learning engineer - retail media platform,full time,senior,131.0,"computer science,e-commerce,kafka,kpis,looker,machine learning",none,False,data scientist
2564,whoop,data scientist (coaching),full time,senior,129.0,"bayesian,causal inference,computer science,data visualization,machine learning,mathematics",none,False,data scientist
2565,pipedrive,data science lead,full time,senior,62.0,"aws,data analysis,data analytics,data governance,eda,engineering","career development,competitive pay,equity,flex hours,health care",False,data engineer
2566,dentsu international,analyst- data management,full time,entry,35.0,"data analytics,data management,excel,statistics",startup environment,False,data scientist
2567,sofi,data scientist,full time,senior,140.0,"aws,business intelligence,computer science,data analysis,finance,fintech","career development,competitive pay,health care,insurance",False,data engineer
2568,afry,data engineer,full time,senior,115.0,"aws,azure,computer science,databricks,data pipelines,data warehouse",none,False,data scientist
2569,applied physics,data scientist,full time,mid,55.0,"computer science,data analysis,data management,engineering,linux,machine learning","career development,competitive pay,equity,flex hours",False,ml engineer
2570,futurae,software / ml engineer (remote),full time,mid,77.0,"agile,apis,big data,ci/cd,devops,finance","career development,equity,flat hierarchy,gear,signing bonus",True,data scientist
2571,sofi,"staff data scientist, invest",full time,senior,197.0,"a/b testing,airflow,aws,big data,business analytics,data visualization","career development,competitive pay,health care,insurance",False,other
2572,publicis groupe,head of data & analytics,full time,executive,102.0,"business intelligence,data management,python,r,spark,statistics",team events,False,ai engineer
2573,kms technology,senior ai engineer,full time,senior,55.0,"computer vision,consulting,healthcare technology,javascript,keras,machine learning","career development,flex hours,salary bonus,startup environment,team events",False,data analyst
2574,deliveroo,"data analyst, marketing",full time,senior,92.0,"causal inference,data mining,data quality,excel,finance,machine learning","career development,flex vacation,health care",False,data architect
2575,vosker,data architect,full time,senior,135.0,"architecture,data governance,data warehousing,engineering,etl,rdbms",health care,False,ai engineer
2576,tiger analytics,"lead data scientist (dl & ai modeling, forecasting) (canada)",full time,mid,55.0,"computer science,consulting,consulting firm,data visualization,deep learning,economics","career development,conferences",True,data analyst
2577,unit4,cloud finops (data analyst engineer),full time,entry,42.0,"aws,azure,consulting,data analysis,databricks,devops","career development,startup environment,unlimited paid time off",False,data analyst
2578,guidewire software,data analyst - chennai,full time,senior,92.0,"apis,bitbucket,computer science,data quality,data visualization,engineering","career development,insurance",False,data analyst
2579,publicis groupe,data analyst (h/f) - alternance,full time,entry,42.0,"agile,aws,azure,bigquery,data analytics,engineering",none,False,data engineer
2580,insightsoftware,data engineer ii,full time,senior,115.0,"agile,architecture,aws,azure,business intelligence,data analysis",none,False,data engineer
2581,insightsoftware,"manager, engineering (c#, .net core, sql, react, aws/azure, etl, sap systems)",full time,senior,55.0,"agile,architecture,aws,azure,ci/cd,classification",startup environment,False,bi analyst
2582,talan,consultant(e) power bi & azure - h/f,full time,entry,39.0,"azure,consulting,data analytics,etl,kanban,power bi",none,False,bi analyst
2583,bosch group,"financial data analyst (power bi, english)",full time,entry,42.0,"computer science,consulting,data analysis,data mining,economics,engineering","flex hours,salary bonus,startup environment,team events,yoga",False,bi analyst
2584,verisk,business intelligence architect,full time,senior,69.0,"angular,architecture,big data,business intelligence,computer science,data analytics","career development,equity,insurance,team events",False,data analyst
2585,experfy inc,senior business analyst/data analytics,full time,mid,56.0,"agile,business intelligence,data analytics,data management,data quality,data visualization",none,False,ml engineer
2586,amazon.com,"sdm, ml engineering, amazon",full time,senior,148.0,"architecture,aws,big data,computer science,data quality,distributed systems","career development,equity",False,bi analyst
2587,globemed group,senior bi developer,full time,senior,55.0,"business intelligence,computer science,data warehouse,etl,qlikview,research",none,False,data scientist
2588,zest ai,data scientist,full time,senior,95.0,"big data,computer science,engineering,machine learning,mathematics,physics",none,True,data analyst
2589,sigma defense,senior smwdc data analytics team lead,full time,senior,110.0,"data analytics,excel,security","career development,competitive pay,flex vacation,health care,insurance",False,other
2590,motional,senior autonomy integration engineer - commercialization team,full time,senior,168.0,"computer science,engineering,machine learning,python,robotics,testing","401(k) matching,career development,equity,flex hours,health care",True,software engineer
